,Localisation,Prix (€),Marque,Taille,Etat,Matière,Option de paiement,Vues,Date d'ajout,Département
909,Nancy,5.95,Beau Temps Belle Mer,XL,Bon état,,Carte bancaire,10,"12/29/2023, 5:46:26 PM",54
910,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,17,"12/29/2023, 8:53:50 AM",01
911,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,17,"12/29/2023, 8:53:50 AM",01
912,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,35,"12/29/2023, 8:53:50 AM",01
913,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,35,"12/29/2023, 8:53:50 AM",01
914,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,36,"12/29/2023, 8:53:50 AM",01
915,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,36,"12/29/2023, 8:53:50 AM",01
916,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,36,"12/29/2023, 8:53:50 AM",01
917,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,36,"12/29/2023, 8:53:50 AM",01
918,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,36,"12/29/2023, 8:53:50 AM",01
919,Nantua,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Carte bancaire,36,"12/29/2023, 8:53:50 AM",01
920,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86
921,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86
922,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86
923,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86
924,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86
925,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,29,"12/29/2023, 2:14:08 PM",86
926,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,30,"12/29/2023, 2:14:08 PM",86
927,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,30,"12/29/2023, 2:14:08 PM",86
928,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,30,"12/29/2023, 2:14:08 PM",86
929,Neuville-de-Poitou,7.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,30,"12/29/2023, 2:14:08 PM",86
930,Nice,12.0,Bershka,W28 | FR 38,Très bon état,,Carte bancaire,7,"12/29/2023, 12:11:19 PM",06
931,Nice,12.0,Bershka,W28 | FR 38,Très bon état,,Carte bancaire,8,"12/29/2023, 12:11:19 PM",06
932,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
933,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
934,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
935,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
936,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
937,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
938,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
939,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
940,Nice,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Carte bancaire,20,"12/29/2023, 3:54:30 PM",06
941,Noyelles-sous-Lens,5.0,G-Star,W30 | FR 40,Bon état,Coton,Carte bancaire,8,"12/29/2023, 2:36:43 PM",62
942,Noyelles-sous-Lens,5.0,G-Star,W30 | FR 40,Bon état,Coton,Carte bancaire,8,"12/29/2023, 2:36:43 PM",62
943,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
944,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
945,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
946,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
947,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
948,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
949,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
950,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
951,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
952,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
953,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
954,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
955,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
956,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
957,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
958,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
959,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
960,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
961,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45
962,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,4,"12/27/2023, 8:55:42 PM",53
963,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
964,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
965,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
966,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
967,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
968,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
969,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
970,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
971,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
972,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
973,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
974,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
975,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
976,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
977,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
978,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
979,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
980,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
981,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45
982,Olivet,5.0,Teddy Smith,S,Bon état,,Carte bancaire,6,"12/27/2023, 8:55:42 PM",53
983,Orange,5.0,Dsquared2,W23 | FR 32,Neuf sans étiquette,,Carte bancaire,33,"12/29/2023, 6:33:05 PM",84
984,Orange,5.0,Dsquared2,W23 | FR 32,Neuf sans étiquette,,Carte bancaire,33,"12/29/2023, 6:33:05 PM",84
985,Orange,5.0,Dsquared2,W23 | FR 32,Neuf sans étiquette,,Carte bancaire,35,"12/29/2023, 6:33:05 PM",84
986,Orange,5.0,Dsquared2,W23 | FR 32,Neuf sans étiquette,,Carte bancaire,35,"12/29/2023, 6:33:05 PM",84
987,Orange,5.0,Dsquared2,W23 | FR 32,Neuf sans étiquette,,Carte bancaire,35,"12/29/2023, 6:33:05 PM",84
988,Oudon,8.0,Bonobo,W36 | FR 46,Très bon état,,Carte bancaire,8,"12/28/2023, 3:33:33 PM",44
989,Oudon,8.0,Bonobo,W36 | FR 46,Très bon état,,Carte bancaire,8,"12/28/2023, 3:33:33 PM",44
990,Oudon,8.0,Bonobo,W36 | FR 46,Très bon état,,Carte bancaire,8,"12/28/2023, 3:33:33 PM",44
991,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77
992,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77
993,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77
994,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77
995,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,22,"12/29/2023, 1:56:57 PM",77
996,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,23,"12/29/2023, 1:56:57 PM",77
997,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,23,"12/29/2023, 1:56:57 PM",77
998,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,24,"12/29/2023, 1:56:57 PM",77
999,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,24,"12/29/2023, 1:56:57 PM",77
1000,Ozoir-la-Ferrière,5.0,Bershka,M,Très bon état,,Carte bancaire,25,"12/29/2023, 1:56:57 PM",77
1001,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,42,"12/28/2023, 8:12:34 PM",63
1002,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1003,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1004,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1005,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1006,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1007,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1008,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1009,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1010,Pardines,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63
1011,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1012,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,118,"12/28/2023, 10:13:59 PM",
1013,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1014,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1015,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,121,"12/28/2023, 10:13:59 PM",
1016,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1017,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,122,"12/28/2023, 10:13:59 PM",
1018,Paris,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 1:03:43 PM",
1019,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1020,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,122,"12/28/2023, 10:13:59 PM",
1021,Paris,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 1:03:43 PM",
1022,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1023,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,123,"12/28/2023, 10:13:59 PM",
1024,Paris,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 1:03:43 PM",
1025,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1026,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,125,"12/28/2023, 10:13:59 PM",
1027,Paris,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 1:03:43 PM",
1028,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1029,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,129,"12/28/2023, 10:13:59 PM",
1030,Paris,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 1:03:43 PM",
1031,Paris,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 12:15:38 PM",
1032,Paris,15.0,Levi's,W30 | FR 40,Très bon état,,Carte bancaire,131,"12/28/2023, 10:13:59 PM",
1033,Paris,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 1:03:43 PM",
1034,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1035,Paris,5.0,Pull & Bear,W27 | FR 36,Neuf sans étiquette,,Carte bancaire,0,"12/29/2023, 1:03:43 PM",
1036,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1037,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,32,"12/29/2023, 3:32:51 PM",
1038,Paris,7.0,Donovan,W26 | FR 36,Très bon état,,Carte bancaire,1,"12/29/2023, 7:53:07 PM",
1039,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1040,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,34,"12/29/2023, 3:32:51 PM",
1041,Paris,7.0,Donovan,W26 | FR 36,Très bon état,,Carte bancaire,1,"12/29/2023, 7:53:07 PM",
1042,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1043,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,34,"12/29/2023, 3:32:51 PM",
1044,Paris,7.0,Donovan,W26 | FR 36,Très bon état,,Carte bancaire,1,"12/29/2023, 7:53:07 PM",
1045,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1046,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,34,"12/29/2023, 3:32:51 PM",
1047,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1048,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,35,"12/29/2023, 3:32:51 PM",
1049,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1050,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,35,"12/29/2023, 3:32:51 PM",
1051,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1052,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,35,"12/29/2023, 3:32:51 PM",
1053,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1054,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,35,"12/29/2023, 3:32:51 PM",
1055,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1056,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,35,"12/29/2023, 3:32:51 PM",
1057,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1058,Paris,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Carte bancaire,35,"12/29/2023, 3:32:51 PM",
1059,Paris,5.0,H&M,W23 | FR 32,Très bon état,,Carte bancaire,12,"12/27/2023, 12:27:55 PM",
1060,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,10,"12/29/2023, 11:19:32 AM",66
1061,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,10,"12/29/2023, 11:19:32 AM",66
1062,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,75,"12/29/2023, 11:19:32 AM",66
1063,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,76,"12/29/2023, 11:19:32 AM",66
1064,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,76,"12/29/2023, 11:19:32 AM",66
1065,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,76,"12/29/2023, 11:19:32 AM",66
1066,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,77,"12/29/2023, 11:19:32 AM",66
1067,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,77,"12/29/2023, 11:19:32 AM",66
1068,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,78,"12/29/2023, 11:19:32 AM",66
1069,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,78,"12/29/2023, 11:19:32 AM",66
1070,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,78,"12/29/2023, 11:19:32 AM",66
1071,Perpignan,12.0,G-Star,W33 | FR 42,Très bon état,,Carte bancaire,78,"12/29/2023, 11:19:32 AM",66
1072,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1073,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1074,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1075,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1076,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1077,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1078,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1079,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1080,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1081,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1082,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1083,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1084,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1085,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1086,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1087,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1088,Perros-Guirec,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22
1089,Perros-Guirec,5.0,Pull & Bear,W32 | FR 42,Bon état,,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22
1090,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1091,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1092,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1093,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1094,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1095,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1096,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1097,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1098,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1099,Plaisance-du-Touch,5.0,Bonobo,W38 | FR 48,Très bon état,,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31
1100,Pont-Audemer,12.0,la boutique officielle,M,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 8:45:56 PM",27
1101,Pont-Audemer,12.0,la boutique officielle,M,Neuf avec étiquette,,Carte bancaire,4,"12/29/2023, 8:45:56 PM",27
1102,Pont-Audemer,12.0,la boutique officielle,M,Neuf avec étiquette,,Carte bancaire,6,"12/29/2023, 8:45:56 PM",27
1103,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38
1104,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38
1105,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38
1106,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,10,"12/29/2023, 10:38:06 AM",38
1107,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38
1108,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38
1109,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38
1110,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38
1111,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38
1112,Pressins,5.0,H&M,W32 | FR 42,Très bon état,Coton,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38
1113,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,47,"12/28/2023, 4:13:03 PM",29
1114,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1115,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1116,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1117,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1118,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1119,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1120,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1121,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1122,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29
1123,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,74,"12/28/2023, 4:13:03 PM",29
1124,Quimper,5.0,GAS,W25 | FR 34,Très bon état,,Carte bancaire,4,"12/28/2023, 4:30:33 PM",29
1125,Quimper,5.0,ICON,W23 | FR 32,Très bon état,,Carte bancaire,74,"12/28/2023, 4:13:03 PM",29
1126,Quimper,5.0,GAS,W25 | FR 34,Très bon état,,Carte bancaire,4,"12/28/2023, 4:30:33 PM",29
